ht,lat,lon,0
120.0,10.0,240.0,6.475942623993483e-10
120.0,10.0,260.0,5.310833212519195e-10
120.0,10.0,280.0,5.184314513793506e-10
120.0,10.0,300.0,6.152845398385467e-10
120.0,10.0,320.0,8.510381600146866e-10
120.0,10.0,340.0,1.1151414089444154e-09
120.0,20.0,0.0,3.6006808061831472e-09
120.0,20.0,20.0,4.580798115651291e-08
120.0,20.0,40.0,8.176061046377281e-08
120.0,20.0,60.0,8.050167706243854e-08
120.0,20.0,80.0,6.989948582533038e-08
120.0,20.0,100.0,6.738680504762292e-08
120.0,20.0,120.0,7.498579079715139e-08
120.0,20.0,140.0,7.733136699238164e-08
120.0,20.0,160.0,4.4321044519752914e-08
120.0,20.0,180.0,4.254444323072566e-09
120.0,20.0,200.0,8.686988128014565e-10
120.0,20.0,220.0,6.706118213495961e-10
120.0,20.0,240.0,5.266680065232375e-10
120.0,20.0,260.0,4.463010020337758e-10
120.0,20.0,280.0,4.3009299723741723e-10
120.0,20.0,300.0,4.967587731105066e-10
120.0,20.0,320.0,6.830336058770121e-10
120.0,20.0,340.0,9.854747640437769e-10
120.0,30.0,0.0,1.739604682426666e-09
120.0,30.0,20.0,2.2657891759638707e-08
120.0,30.0,40.0,4.784206614529818e-08
120.0,30.0,60.0,5.001959392808266e-08
120.0,30.0,80.0,4.5005318765280286e-08
120.0,30.0,100.0,4.318320434922458e-08
120.0,30.0,120.0,4.572325593482717e-08
120.0,30.0,140.0,4.256242615543222e-08
120.0,30.0,160.0,2.102402738792161e-08
120.0,30.0,180.0,1.7558418303827047e-09
120.0,30.0,200.0,6.706199995524354e-10
120.0,30.0,220.0,5.363878959831525e-10
120.0,30.0,240.0,4.3693989824851284e-10
120.0,30.0,260.0,3.7756041695020576e-10
120.0,30.0,280.0,3.612581055897814e-10
120.0,30.0,300.0,4.0905427720129115e-10
120.0,30.0,320.0,5.52180815572608e-10
120.0,30.0,340.0,7.899632570337704e-10
120.0,40.0,0.0,8.976060289398046e-10
120.0,40.0,20.0,9.107852098539537e-09
120.0,40.0,40.0,2.7322643934473073e-08
120.0,40.0,60.0,3.240640763327971e-08
120.0,40.0,80.0,3.153300953183022e-08
120.0,40.0,100.0,3.0923979820472326e-08
120.0,40.0,120.0,3.109844344095471e-08
120.0,40.0,140.0,2.573000216260275e-08
120.0,40.0,160.0,9.146039757911503e-09
120.0,40.0,180.0,8.402420427116613e-10
120.0,40.0,200.0,5.367881286014246e-10
120.0,40.0,220.0,4.498057548290209e-10
120.0,40.0,240.0,3.826123653162197e-10
120.0,40.0,260.0,3.392448999477621e-10
120.0,40.0,280.0,3.267725918902889e-10
120.0,40.0,300.0,3.6125580857364274e-10
120.0,40.0,320.0,4.6299673044151165e-10
120.0,40.0,340.0,6.292890947179571e-10
120.0,50.0,0.0,5.900143838201287e-10
120.0,50.0,20.0,2.9123004210765704e-09
120.0,50.0,40.0,1.270174576384656e-08
120.0,50.0,60.0,1.9619487295544574e-08
120.0,50.0,80.0,2.168512137590625e-08
120.0,50.0,100.0,2.201036083324143e-08
120.0,50.0,120.0,2.0581784253676097e-08
120.0,50.0,140.0,1.3787482107050255e-08
120.0,50.0,160.0,3.306995446362064e-09
120.0,50.0,180.0,5.246875534328651e-10
120.0,50.0,200.0,4.52280354943624e-10
120.0,50.0,220.0,3.949462191571865e-10
120.0,50.0,240.0,3.504446510510819e-10
120.0,50.0,260.0,3.1968594082038286e-10
120.0,50.0,280.0,3.1094069760672984e-10
120.0,50.0,300.0,3.3475098029572925e-10
120.0,50.0,320.0,3.998710535982907e-10
120.0,50.0,340.0,4.978473921282847e-10
120.0,60.0,0.0,4.410240131335506e-10
120.0,60.0,20.0,9.690442083841336e-10
120.0,60.0,40.0,3.965668921856401e-09
120.0,60.0,60.0,9.089974938755957e-09
120.0,60.0,80.0,1.2212909138779101e-08
120.0,60.0,100.0,1.272183542308705e-08
120.0,60.0,120.0,1.0290663061289575e-08
120.0,60.0,140.0,4.85928958710161e-09
120.0,60.0,160.0,1.1736700652152323e-09
120.0,60.0,180.0,4.4471739670177586e-10
120.0,60.0,200.0,3.941450416031039e-10
120.0,60.0,220.0,3.5673493595421677e-10
120.0,60.0,240.0,3.274754445336158e-10
120.0,60.0,260.0,3.0630628987537843e-10
120.0,60.0,280.0,2.9994316267222544e-10
120.0,60.0,300.0,3.1429999118811115e-10
120.0,60.0,320.0,3.4971922404938607e-10
120.0,60.0,340.0,3.9670589347601597e-10
120.0,70.0,0.0,3.459266014443935e-10
120.0,70.0,20.0,4.813362359862365e-10
120.0,70.0,40.0,1.1517634682560525e-09
120.0,70.0,60.0,2.585513747546094e-09
120.0,70.0,80.0,4.034215687112999e-09
120.0,70.0,100.0,4.234366294818446e-09
120.0,70.0,120.0,2.9705753376639384e-09
